area_type,availability,location,size,total_sqft,bath,balcony,price,bhk
Built-up  Area,Ready To Move,St. John's Road,2 BHK,824.0,2.0,0.0,60.0,2.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,1875.0,3.0,1.0,167.0,3.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,1320.0,2.0,1.0,38.12,3.0
Plot  Area,Ready To Move,Kothanur,5 Bedroom,9600.0,5.0,2.0,550.0,5.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,1.0,47.0,3.0
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,1220.0,3.0,2.0,56.0,3.0
Super built-up  Area,18-Dec,Electronic City,3 BHK,1111.0,3.0,1.0,50.0,3.0
Super built-up  Area,Ready To Move,Kothannur,2 BHK,1197.0,2.0,1.0,47.88,2.0
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,2519.0,5.0,2.0,185.0,4.0
Super built-up  Area,18-Aug,Doopanahalli,3 BHK,1340.0,2.0,1.0,100.0,3.0
Plot  Area,Ready To Move,Old Madras Road,4 Bedroom,1450.0,3.0,3.0,132.0,4.0
Super built-up  Area,22-Jun,Hoodi,3 BHK,1837.0,3.0,3.0,145.0,3.0
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,1200.0,4.0,2.0,245.0,4.0
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,1238.0,2.0,3.0,55.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1405.0,2.0,2.0,59.01,3.0
Super built-up  Area,Ready To Move,Doddaballapur,4 BHK,1690.0,3.0,2.0,80.0,4.0
Built-up  Area,Ready To Move,Sathanur,3 BHK,1620.0,2.0,1.0,110.0,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1673.0,3.0,2.0,115.0,3.0
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,1090.0,2.0,0.0,58.0,2.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,1112.0,2.0,2.0,40.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1385.0,2.0,2.0,66.65,3.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,545.0,1.0,1.0,27.0,2.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,985.0,2.0,1.0,58.0,2.0
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,825.0,1.0,0.0,36.29,1.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1080.0,2.0,1.0,37.8,2.0
Super built-up  Area,19-Mar,Hosa Road,2 BHK,1430.0,2.0,1.0,97.52,2.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1050.0,2.0,2.0,43.0,2.0
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,2000.0,4.0,1.0,139.0,4.0
Built-up  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,4800.0,4.0,3.0,190.0,4.0
Built-up  Area,Ready To Move,ITI Layout,3 BHK,1533.0,3.0,2.0,115.0,3.0
Plot  Area,Ready To Move,Ramamohanapuram,4 Bedroom,2800.0,3.0,2.0,500.0,4.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2610.0,3.0,2.0,399.0,3.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1750.0,3.0,2.0,150.0,3.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,3.0
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,1352.0,2.0,2.0,87.5,2.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1754.0,3.0,2.0,125.0,3.0
Built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,1560.0,3.0,2.0,85.0,3.0
Super built-up  Area,18-Jul,Bannerghatta,4 BHK,3012.0,6.0,2.0,268.0,4.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3584.0,4.0,2.0,199.0,4.0
Super built-up  Area,Ready To Move,Channasandra,3 BHK,1470.0,2.0,1.0,90.0,3.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,45.0,2.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,2400.0,5.0,2.0,329.0,4.0
Built-up  Area,Ready To Move,Kammanahalli,2 BHK,1160.0,2.0,1.0,52.0,2.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1100.0,2.0,2.0,52.0,2.0
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1170.0,2.0,2.0,38.0,2.0
Super built-up  Area,19-Dec,Bannerghatta Road,1 BHK,595.0,1.0,1.0,31.83,1.0
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,1650.0,3.0,2.0,110.0,3.0
Super built-up  Area,Ready To Move,1st Block Jayanagar,3 BHK,1875.0,2.0,3.0,235.0,3.0
Super built-up  Area,Ready To Move,Kamakshipalya,4 BHK,800.0,4.0,1.0,80.0,4.0
Super built-up  Area,Ready To Move,kanakapura road,3 BHK,1375.0,2.0,3.0,48.06,3.0
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,1235.0,2.0,1.0,46.8,2.0
Super built-up  Area,Ready To Move,Kaveri Nagar,1 BHK,750.0,1.0,2.0,25.0,1.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1400.0,3.0,1.0,115.0,3.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,1270.0,2.0,2.0,50.79,3.0
Super built-up  Area,18-Dec,Bannerghatta Road,2 BHK,1105.0,2.0,1.0,51.0,2.0
Super built-up  Area,Ready To Move,Sundar Ram Shetty Nagar,3 BHK,1375.0,2.0,3.0,85.0,3.0
Plot  Area,Ready To Move,Attibele,4 Bedroom,2168.0,4.0,2.0,95.0,4.0
Built-up  Area,Ready To Move,Gottigere,8 Bedroom,1200.0,8.0,3.0,90.0,8.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1065.0,2.0,1.0,40.84,2.0
Plot  Area,Ready To Move,Sector 6 HSR Layout,3 Bedroom,3800.0,3.0,0.0,580.0,3.0
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,9 Bedroom,3125.0,9.0,2.0,350.0,9.0
Super built-up  Area,Ready To Move,Whitefield,1 BHK,825.0,1.0,1.0,45.0,1.0
Built-up  Area,Ready To Move,Nelamangala,2 BHK,1095.0,2.0,0.0,40.0,2.0
Plot  Area,Ready To Move,Ganga Nagar,3 Bedroom,720.0,3.0,3.0,65.0,3.0
Super built-up  Area,18-Jul,Udayapur Village,3 BHK,1440.0,2.0,2.0,60.33,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,870.0,2.0,1.0,39.5,2.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,1195.0,2.0,1.0,84.0,2.0
Super built-up  Area,Ready To Move,"Kirloskar layout, Basaveshwarnagar",2 BHK,1200.0,2.0,1.0,49.5,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,3.0,61.2,3.0
Super built-up  Area,17-Oct,Padmanabhanagar,3 BHK,1708.0,2.0,1.0,90.5,3.0
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,975.0,2.0,1.0,43.0,2.0
Built-up  Area,Ready To Move,KR Puram,2 BHK,750.0,2.0,1.0,25.0,2.0
Plot  Area,Ready To Move,Gowdanapalya,8 Bedroom,1200.0,8.0,2.0,190.0,8.0
Super built-up  Area,18-Dec,Iblur Village,3 BHK,1920.0,3.0,2.0,130.0,3.0
Plot  Area,Ready To Move,Nagarbhavi,6 Bedroom,1200.0,5.0,2.0,240.0,6.0
Super built-up  Area,21-Dec,Thanisandra,2 BHK,1183.0,2.0,1.0,58.56,2.0
Plot  Area,Ready To Move,Kothanur,4 Bedroom,1140.0,4.0,1.0,90.0,4.0
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,1550.0,2.0,2.0,65.0,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1110.0,2.0,3.0,53.0,2.0
Plot  Area,Ready To Move,NS Palya,8 Bedroom,1500.0,10.0,3.0,165.0,8.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1105.0,2.0,1.0,38.67,2.0
Plot  Area,Ready To Move,Anekal,3 Bedroom,1800.0,3.0,2.0,68.0,3.0
Super built-up  Area,Ready To Move,2nd Phase JP Nagar,5 BHK,2800.0,4.0,2.0,200.0,5.0
Super built-up  Area,18-Jul,Bommanahalli,2 BHK,1000.0,2.0,2.0,29.9,2.0
Built-up  Area,Ready To Move,Prithvi Layout,2 BHK,1190.0,2.0,2.0,68.0,2.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,1350.0,4.0,1.0,200.0,4.0
Super built-up  Area,19-Oct,Hebbal,4 BHK,3067.0,4.0,2.0,230.0,4.0
Super built-up  Area,18-May,Sarjapur  Road,3 BHK,1929.0,4.0,1.0,103.0,3.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1525.0,3.0,1.0,100.0,3.0
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,1775.0,3.0,3.0,110.0,3.0
Built-up  Area,Ready To Move,Banashankari,2 BHK,1125.0,2.0,1.0,63.0,2.0
Super built-up  Area,Ready To Move,Hessarghatta,2 BHK,900.0,2.0,2.0,42.0,2.0
Super built-up  Area,18-Mar,Sarjapur  Road,2 BHK,1155.0,2.0,1.0,58.0,2.0
Built-up  Area,Ready To Move,Hulimavu,4 Bedroom,1200.0,4.0,0.0,75.0,4.0
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,1268.0,2.0,1.0,73.0,2.0
Built-up  Area,Ready To Move,Hoodi Layout,3 BHK,1500.0,3.0,2.0,88.0,3.0
Super built-up  Area,18-Jan,Electronic City,1 BHK,630.0,1.0,1.0,47.0,1.0
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,1525.0,3.0,2.0,65.0,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1060.0,2.0,2.0,48.0,2.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1687.0,3.0,3.0,127.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1847.0,3.0,2.0,123.0,3.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1410.0,2.0,3.0,53.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1075.0,2.0,1.0,42.99,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,3526.0,4.0,2.0,492.0,4.0
Built-up  Area,Ready To Move,BTM Layout,3 Bedroom,3000.0,3.0,0.0,338.0,3.0
Built-up  Area,18-Apr,Basavangudi,3 BHK,1500.0,2.0,1.0,143.0,3.0
Built-up  Area,Ready To Move,Gaundanapalya,2 BHK,1010.0,2.0,2.0,46.0,2.0
Super built-up  Area,18-Jul,Haralur Road,3 BHK,1875.0,3.0,3.0,110.0,3.0
Plot  Area,Ready To Move,Arasanakunte,5 Bedroom,1200.0,6.0,2.0,137.0,5.0
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,983.0,2.0,1.0,50.6,2.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1101.0,2.0,2.0,65.0,2.0
Super built-up  Area,Ready To Move,Laxmi Sagar Layout,2 BHK,1140.0,2.0,1.0,76.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1215.0,2.0,2.0,110.0,2.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1007.0,2.0,3.0,42.0,2.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,2039.0,3.0,2.0,168.0,3.0
Built-up  Area,Ready To Move,Ulsoor,3 BHK,1020.0,3.0,2.0,110.0,3.0
Super built-up  Area,Ready To Move,Outer Ring Road East,2 BHK,1198.0,2.0,1.0,84.0,2.0
Built-up  Area,Ready To Move,5th block Koramangala,4 BHK,4000.0,4.0,1.0,520.0,4.0
Plot  Area,Ready To Move,Nelamangala,4 Bedroom,1470.0,4.0,2.0,34.5,4.0
Built-up  Area,Ready To Move,JakkurYelahanka,2 BHK,1370.0,2.0,2.0,75.0,2.0
Super built-up  Area,Ready To Move,Yemlur,2 BHK,1316.0,2.0,3.0,55.5,2.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1350.0,3.0,1.0,55.5,3.0
Super built-up  Area,18-May,Gunjur Palya,2 BHK,1050.0,2.0,1.0,43.0,2.0
Carpet  Area,Ready To Move,KR Puram,3 BHK,1128.76,3.0,0.0,47.405,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,921.0,2.0,1.0,34.0,2.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1010.0,2.0,1.0,49.27,2.0
Super built-up  Area,18-Jun,KR Puram,2 BHK,1015.0,2.0,1.0,43.0,2.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.5,3.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1179.0,2.0,1.0,75.0,2.0
Built-up  Area,Ready To Move,Anjanapura,4 BHK,1850.0,4.0,2.0,86.0,4.0
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,870.0,2.0,1.0,24.0,2.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1605.0,3.0,2.0,85.0,3.0
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,2800.0,4.0,2.0,89.0,4.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2475.0,4.0,3.0,320.0,3.0
Plot  Area,Ready To Move,Ngef Layout,2 Bedroom,3000.0,2.0,0.0,510.0,2.0
Plot  Area,Ready To Move,Bileshivale,6 Bedroom,2400.0,7.0,2.0,110.0,6.0
Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,1000.0,1.0,1.0,55.0,2.0
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,0.0,80.0,2.0
Plot  Area,Ready To Move,Manjunatha Layout,2 Bedroom,1200.0,2.0,2.0,125.0,2.0
Plot  Area,18-May,Kammasandra,2 Bedroom,1200.0,2.0,1.0,66.0,2.0
Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,1200.0,2.0,2.0,50.0,2.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,1.0,57.5,2.0
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1085.0,2.0,2.0,30.38,2.0
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,1592.0,3.0,2.0,125.0,3.0
Super built-up  Area,18-Nov,B Narayanapura,2 BHK,1313.0,2.0,1.0,58.27,2.0
Super built-up  Area,21-May,Kogilu,3 BHK,1934.0,3.0,2.0,150.0,3.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,1200.0,2.0,1.0,49.5,2.0
Super built-up  Area,Ready To Move,Uttarahalli,6 BHK,3600.0,6.0,2.0,120.0,6.0
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,935.0,2.0,1.0,45.0,2.0
Built-up  Area,Ready To Move,Bommasandra,2 BHK,877.0,2.0,2.0,30.0,2.0
Super built-up  Area,Ready To Move,Ashwathnagar,2 BHK,936.0,2.0,2.0,42.0,2.0
Super built-up  Area,Ready To Move,Nagasandra,3 BHK,1470.0,2.0,2.0,110.0,3.0
Built-up  Area,Ready To Move,Upkar Layout,1 Bedroom,1050.0,1.0,1.0,70.0,1.0
Super built-up  Area,19-Mar,Hennur Road,2 BHK,1232.0,2.0,0.0,69.61,2.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,2225.0,4.0,2.0,169.0,3.0
Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,1200.0,2.0,0.0,80.0,3.0
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,1901.0,3.0,2.0,119.0,3.0
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,1819.0,3.0,2.0,100.0,3.0
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,1464.0,3.0,2.0,56.0,3.0
Plot  Area,Immediate Possession,Banashankari,2 BHK,2400.0,2.0,2.0,460.0,2.0
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,3715.0,6.0,0.0,200.5,4.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,5000.0,4.0,3.0,290.0,4.0
Super built-up  Area,Ready To Move,Someshwara Layout,4 BHK,1200.0,4.0,3.0,169.0,4.0
Super built-up  Area,Ready To Move,Kacharakanahalli,2 BHK,1256.0,2.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1100.0,2.0,2.0,44.0,2.0
Plot  Area,Ready To Move,TC Palaya,4 Bedroom,4800.0,3.0,3.0,302.0,4.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1435.0,3.0,3.0,70.0,3.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,4 BHK,3245.0,4.0,2.0,250.0,4.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1845.0,4.0,1.0,110.0,3.0
Plot  Area,Ready To Move,Jigani,3 Bedroom,2400.0,4.0,1.0,130.0,3.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1140.0,2.0,2.0,46.0,2.0
Super built-up  Area,18-Feb,Ulsoor,2 BHK,1200.0,2.0,0.0,60.0,2.0
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,2254.0,3.0,2.0,170.0,3.0
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1750.0,3.0,2.0,150.0,3.0
Built-up  Area,Ready To Move,Jalahalli West,2 BHK,1020.0,2.0,1.0,37.0,2.0
Built-up  Area,Ready To Move,Bommanahalli,1 BHK,515.0,1.0,1.0,25.0,1.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1893.0,3.0,2.0,140.0,3.0
Super built-up  Area,Ready To Move,Vasanth nagar,3 BHK,3025.0,3.0,0.0,500.0,3.0
Built-up  Area,Ready To Move,Suddaguntepalya,2 BHK,830.0,2.0,0.0,34.0,2.0
Built-up  Area,Ready To Move,Singasandra,2 Bedroom,600.0,2.0,1.0,36.5,2.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,90.0,3.0
Plot  Area,Ready To Move,Kathreguppe,4 Bedroom,3200.0,4.0,2.0,1200.0,4.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200.0,2.0,1.0,78.0,2.0
Super built-up  Area,19-Oct,Sarjapur  Road,2 BHK,1233.0,2.0,2.0,77.65,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1255.0,2.0,2.0,65.26,2.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200.0,2.0,2.0,37.8,2.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,2145.0,3.0,2.0,175.0,3.0
Built-up  Area,Ready To Move,1st Phase JP Nagar,5 Bedroom,1500.0,5.0,2.0,85.0,5.0
Built-up  Area,Ready To Move,Kothannur,2 BHK,740.0,2.0,1.0,34.0,2.0
Super built-up  Area,Ready To Move,Kengeri,3 BHK,1250.0,3.0,3.0,48.0,3.0
Super built-up  Area,Ready To Move,Channasandra Layout,2 BHK,1210.0,2.0,2.0,40.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1525.0,2.0,2.0,60.0,3.0
Built-up  Area,Ready To Move,Kogilu,1 Bedroom,540.0,1.0,0.0,36.0,1.0
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1240.0,2.0,1.0,84.0,3.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1245.0,2.0,1.0,68.0,3.0
Plot  Area,Ready To Move,HAL 3rd Stage,3 Bedroom,1865.0,3.0,3.0,350.0,3.0
Super built-up  Area,18-Mar,Hosa Road,2 BHK,1104.0,2.0,0.0,36.43,2.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,35.99,3.0
Built-up  Area,18-May,Nagavara,2 BHK,2200.0,2.0,1.0,55.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1155.0,2.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,1520.0,2.0,3.0,62.0,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3122.0,6.0,2.0,245.0,4.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,1290.0,2.0,1.0,85.0,2.0
Built-up  Area,Ready To Move,1st Block HRBR Layout,3 BHK,2300.0,3.0,2.0,80.0,3.0
Built-up  Area,Ready To Move,Kannamangala,4 Bedroom,3000.0,4.0,0.0,200.0,4.0
Built-up  Area,Ready To Move,Austin Town,1 BHK,400.0,1.0,0.0,14.0,1.0
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1340.0,2.0,3.0,53.6,3.0
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,900.0,2.0,1.0,95.0,2.0
Plot  Area,Ready To Move,Rajaji Nagar,6 Bedroom,1800.0,4.0,2.0,324.0,6.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,987.0,2.0,1.0,49.0,2.0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,1720.0,3.0,2.0,100.0,3.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1040.0,2.0,1.0,50.0,2.0
Built-up  Area,Ready To Move,Anandapura,2 Bedroom,900.0,2.0,0.0,64.0,2.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1030.0,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Neeladri Nagar,3 BHK,2556.0,3.0,2.0,133.0,3.0
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,1850.0,3.0,1.0,168.0,3.0
Plot  Area,Ready To Move,Kaval Byrasandra,4 Bedroom,750.0,4.0,3.0,110.0,4.0
Super built-up  Area,18-Apr,Balagere,2 BHK,1028.0,2.0,1.0,31.86,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1270.0,2.0,1.0,83.0,2.0
Built-up  Area,18-Mar,Sahakara Nagar,3 BHK,1655.0,3.0,1.0,115.0,3.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,940.0,2.0,1.0,40.0,2.0
Super built-up  Area,Ready To Move,Domlur,2 BHK,1050.0,2.0,2.0,85.0,2.0
Plot  Area,Ready To Move,Rajagopala Nagar,4 Bedroom,600.0,4.0,1.0,40.0,4.0
Super built-up  Area,18-Apr,Vishwapriya Nagar,2 BHK,946.0,2.0,1.0,38.0,2.0
Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1726.0,3.0,3.0,145.0,3.0
Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,2121.0,4.0,3.0,253.0,3.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,1.0,75.0,2.0
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,1525.0,2.0,2.0,48.0,3.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1025.0,2.0,2.0,57.0,2.0
Plot  Area,Ready To Move,Bahubali Nagar,5 Bedroom,1575.0,4.0,0.0,150.0,5.0
Built-up  Area,Ready To Move,RMV 2nd Stage,2 BHK,860.0,1.0,1.0,43.0,2.0
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,1223.0,2.0,1.0,42.81,3.0
Super built-up  Area,Ready To Move,Lottegolla Halli,4 BHK,3750.0,3.0,2.0,550.0,4.0
Super built-up  Area,Ready To Move,Kothannur,2 BHK,1197.0,2.0,1.0,47.8,2.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1150.0,2.0,1.0,52.75,2.0
Built-up  Area,Ready To Move,Kodbisanhalli,4 Bedroom,4800.0,5.0,3.0,629.0,4.0
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1040.0,2.0,2.0,46.0,2.0
Super built-up  Area,18-May,Banashankari,2 BHK,1310.0,2.0,2.0,80.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1788.0,3.0,2.0,98.34,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1144.0,2.0,2.0,38.55,2.0
Super built-up  Area,18-Jul,Anjanapura,2 BHK,1070.0,2.0,2.0,39.0,2.0
Super built-up  Area,Ready To Move,Nandini Layout,2 BHK,1200.0,2.0,2.0,70.0,2.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1862.0,3.0,2.0,120.0,3.0
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,1200.0,2.0,1.0,58.5,2.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,970.0,2.0,2.0,27.0,2.0
Super built-up  Area,19-Mar,Kasavanhalli,3 BHK,1646.0,3.0,2.0,79.5,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,4395.0,4.0,2.0,242.0,4.0
Plot  Area,Ready To Move,Vibhutipura Extension,5 Bedroom,1200.0,4.0,1.0,100.0,5.0
Super built-up  Area,18-Dec,Iblur Village,3 BHK,1995.0,3.0,2.0,135.0,3.0
Plot  Area,Ready To Move,1st Block Jayanagar,4 Bedroom,2400.0,4.0,2.0,450.0,4.0
Super built-up  Area,18-Dec,Hosakerehalli,2 BHK,1085.0,2.0,1.0,47.74,2.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,1139.0,2.0,2.0,56.8,2.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1092.0,2.0,2.0,44.0,2.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,1767.0,3.0,2.0,98.0,3.0
Built-up  Area,Ready To Move,HMT Layout,3 BHK,1700.0,3.0,2.0,80.0,3.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1692.0,3.0,2.0,88.0,3.0
Built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,1645.0,3.0,3.0,100.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345.0,2.0,1.0,57.0,3.0
Super built-up  Area,Ready To Move,Basapura,2 BHK,1100.0,2.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,1408.0,3.0,3.0,62.0,3.0
Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,2400.0,4.0,1.0,240.0,4.0
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,1920.0,4.0,2.0,200.0,4.0
Plot  Area,Ready To Move,Bileshivale,5 Bedroom,6040.0,4.0,2.0,170.0,5.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,150.0,3.0
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1420.0,2.0,1.0,158.0,2.0
Plot  Area,Ready To Move,Electronics City Phase 1,3 Bedroom,2040.0,3.0,2.0,137.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1220.0,3.0,2.0,56.0,3.0
Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,1200.0,4.0,2.0,145.0,4.0
Super built-up  Area,Ready To Move,B Channasandra,2 BHK,1300.0,2.0,1.0,79.0,2.0
Super built-up  Area,21-Aug,Electronics City Phase 1,2 BHK,1150.0,2.0,2.0,39.0,2.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1470.0,2.0,2.0,86.0,2.0
Super built-up  Area,18-May,Hosa Road,2 BHK,1063.0,2.0,1.0,31.9,2.0
Super built-up  Area,Ready To Move,Harappanahalli,2 BHK,1311.0,2.0,2.0,48.0,2.0
